model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
sem1,lonely ~ rm,~,-0.3136481796189144,0.04219010841205617,-7.434163869777752,1.0524914273446484e-13,-0.3136481796189144,-0.22422321512819685,-0.40751816476554176,NA,NA,NA,NA,NA
sem1,network ~ rm,~,0.3336487705902364,0.07753343551146907,4.303288876460036,1.682812031500447e-5,0.3336487705902364,0.13201773960587593,0.23993780898165457,NA,NA,NA,NA,NA
sem1,extroversion ~ rm,~,0.3783807537308853,0.07245419303319352,5.222344461935244,1.7667193530357395e-7,0.3783807537308853,0.15955685173843534,0.2899892206034023,NA,NA,NA,NA,NA
sem1,low_rep_est ~ rm,~,-0.14714367649320645,0.06529044967121969,-2.253678405251787,0.024216406850980254,-0.14714367649320645,-0.06958054606815184,-0.12646030617688564,NA,NA,NA,NA,NA
sem1,addiction ~ lonely,~,0.13718147128123342,0.03816707769135331,3.594235649650266,3.253452794071965e-4,0.13718147128123342,0.10532854788947664,0.10532854788947664,NA,NA,NA,NA,NA
sem1,addiction ~ network,~,0.20572925838963796,0.021114425126565018,9.743540596367012,0,0.20572925838963796,0.2853919650037098,0.2853919650037098,NA,NA,NA,NA,NA
sem1,addiction ~ extroversion,~,0.03263725858413101,0.022507036181682063,1.4500913545735397,0.1470330456666633,0.03263725858413101,0.042483050779452525,0.042483050779452525,NA,NA,NA,NA,NA
sem1,addiction ~ low_rep_est,~,0.09863145010272059,0.025222161440025696,3.9105074454959206,9.210242097124066e-5,0.09863145010272059,0.11448738434021614,0.11448738434021614,NA,NA,NA,NA,NA
sem1,lonely ~~ lonely,~~,0.5625860886959619,0.024623724161056744,22.84731931759173,0,0.5625860886959619,0.9497239497975745,0.9497239497975745,NA,NA,NA,NA,NA
sem1,network ~~ network,~~,1.899965706907373,0.08315923984326944,22.847319317591722,0,1.899965706907373,0.9825713164293551,0.9825713164293551,NA,NA,NA,NA,NA
sem1,extroversion ~~ extroversion,~~,1.6591847750187299,0.07262054475429021,22.847319317591737,0,1.6591847750187299,0.9745416110633189,0.9745416110633189,NA,NA,NA,NA,NA
sem1,low_rep_est ~~ low_rep_est,~~,1.347308425518378,0.0589700877722224,22.84731931759175,0,1.347308425518378,0.9951585476088578,0.9951585476088578,NA,NA,NA,NA,NA
sem1,addiction ~~ addiction,~~,0.8987817418477899,0.03933860814716046,22.84731931759171,0,0.8987817418477899,0.8944661778207722,0.8944661778207722,NA,NA,NA,NA,NA
sem1,rm ~~ rm,~~,0.30273818829729454,0,NA,NA,0.30273818829729454,1,0.30273818829729454,NA,NA,NA,NA,NA
sem2,network ~ rm,~,0.3336487705902364,0.07753343551146898,4.303288876460042,1.682812031500447e-5,0.3336487705902364,0.13201773960587593,0.23993780898165457,NA,NA,NA,NA,NA
sem2,addiction ~ network,~,0.20361146482215556,0.021197272616539756,9.605550133996111,0,0.20361146482215556,0.28229603759354527,0.28229603759354527,NA,NA,NA,NA,NA
sem2,low_rep_est ~ rm,~,-0.14714367649320645,0.06529044967121966,-2.253678405251788,0.024216406850980254,-0.14714367649320645,-0.06958054606815184,-0.12646030617688564,NA,NA,NA,NA,NA
sem2,addiction ~ low_rep_est,~,0.12006131133427742,0.025332814991422314,4.7393592609005415,2.143950862620869e-6,0.12006131133427742,0.13928430141126144,0.13928430141126144,NA,NA,NA,NA,NA
sem2,network ~~ network,~~,1.899965706907373,0.0831592398432694,22.847319317591733,0,1.899965706907373,0.9825713164293551,0.9825713164293551,NA,NA,NA,NA,NA
sem2,addiction ~~ addiction,~~,0.9069962725192141,0.03969814838718757,22.847319317591744,0,0.9069962725192141,0.9016311961683439,0.9016311961683439,NA,NA,NA,NA,NA
sem2,low_rep_est ~~ low_rep_est,~~,1.347308425518378,0.058970087772222506,22.84731931759171,0,1.347308425518378,0.9951585476088578,0.9951585476088578,NA,NA,NA,NA,NA
sem2,rm ~~ rm,~~,0.30273818829729454,0,NA,NA,0.30273818829729454,1,0.30273818829729454,NA,NA,NA,NA,NA
sem3,network ~ rm,~,0.49093467436398,0.09470034048454519,5.18408563107647,2.1707718711461155e-7,0.49093467436398,0.19623814318709917,0.34915335122333113,NA,NA,NA,NA,NA
sem3,addiction ~ network,~,0.22551878015750132,0.02578701001627038,8.745441213045238,0,0.22551878015750132,0.3148497153670057,0.3148497153670057,NA,NA,NA,NA,NA
sem3,low_rep_est ~ rm,~,-0.17299642988382252,0.08204004892249835,-2.108682675789832,0.03497198118767919,-0.17299642988382252,-0.08113640079539104,-0.1443605498086088,NA,NA,NA,NA,NA
sem3,addiction ~ low_rep_est,~,0.15329169429248934,0.03025599535401612,5.066489880728439,4.052182815961203e-7,0.15329169429248934,0.18239811117089494,0.18239811117089494,NA,NA,NA,NA,NA
sem3,addiction ~ age,~,1.822597490820156e-4,0.003092219770842596,0.05894139569269742,0.9529987863519858,1.822597490820156e-4,0.0021217229599228902,1.8096886685394523e-4,NA,NA,NA,NA,NA
sem3,addiction ~1 ,~1,1.327914779706261,0.2046836120610548,6.487645817536966,8.718803456986279e-11,1.327914779706261,1.3185096225163242,1.3185096225163242,NA,NA,NA,NA,NA
