model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
sem1,lonely ~ rm,~,-0.04214523194703598,0.045186778391517406,-0.932689460219355,0.3509803283075106,-0.04214523194703598,-0.028853995375482448,-0.10137814997615063,NA,NA,NA,NA,NA
sem1,network ~ rm,~,-0.009076121679098603,0.08354047375796195,-0.10864340685204206,0.9134853308121651,-0.009076121679098603,-0.0033624100218187718,-0.01181378533674059,NA,NA,NA,NA,NA
sem1,extroversion ~ rm,~,0.0023633546012699924,0.11449649927856523,0.020641282625768746,0.9835318086992928,0.0023633546012699924,6.388315292445968e-4,0.0022445265460977614,NA,NA,NA,NA,NA
sem1,low_rep_est ~ rm,~,-0.021578635614183935,0.06197632127126504,-0.3481754833388077,0.7277083987046362,-0.021578635614183935,-0.010775135117137768,-0.037858301760409684,NA,NA,NA,NA,NA
sem1,addiction ~ lonely,~,-0.03512327607403269,0.039357766987436954,-0.8924102855033438,0.3721730600989712,-0.03512327607403269,-0.027500507382909187,-0.027500507382909187,NA,NA,NA,NA,NA
sem1,addiction ~ network,~,0.017600794686522637,0.021297237876892444,0.8264355588392776,0.4085570591289347,0.017600794686522637,0.025467429577199732,0.025467429577199732,NA,NA,NA,NA,NA
sem1,addiction ~ extroversion,~,0.02406370162246499,0.01553926136221313,1.5485743537965562,0.12148407498632685,0.02406370162246499,0.047720850917818795,0.047720850917818795,NA,NA,NA,NA,NA
sem1,addiction ~ low_rep_est,~,-0.0652608932757997,0.028705934017129616,-2.273428665893844,0.02300036031645547,-0.0652608932757997,-0.07005795715736182,-0.07005795715736182,NA,NA,NA,NA,NA
sem1,lonely ~~ lonely,~~,0.17268175331723032,0.007558075016016026,22.847319317591722,0,0.17268175331723032,0.9991674469508717,0.9991674469508717,NA,NA,NA,NA,NA
sem1,network ~~ network,~~,0.5902249427844224,0.025833443940618796,22.84731931759171,0,0.5902249427844224,0.9999886941988453,0.9999886941988453,NA,NA,NA,NA,NA
sem1,extroversion ~~ extroversion,~~,1.1086848367794986,0.04852581702772655,22.847319317591733,0,1.1086848367794986,0.9999995918942772,0.9999995918942772,NA,NA,NA,NA,NA
sem1,low_rep_est ~~ low_rep_est,~~,0.3248443216506005,0.014218049703558918,22.847319317591694,0,0.3248443216506005,0.9998838964632074,0.9998838964632074,NA,NA,NA,NA,NA
sem1,addiction ~~ addiction,~~,0.279492093209701,0.01223303659062095,22.84731931759177,0,0.279492093209701,0.9914087131474214,0.9914087131474214,NA,NA,NA,NA,NA
sem1,rm ~~ rm,~~,0.08100712004089128,0,NA,NA,0.08100712004089128,1,0.08100712004089128,NA,NA,NA,NA,NA
sem2,network ~ rm,~,-0.009076121679098603,0.08354047386209097,-0.1086434067166235,0.9134853309195778,-0.009076121679098603,-0.003362410017627745,-0.01181378532201547,NA,NA,NA,NA,NA
sem2,addiction ~ network,~,0.01795836185937873,0.02133067598452752,0.8419030823216789,0.399842204884173,0.01795836185937873,0.025980966244121738,0.025980966244121738,NA,NA,NA,NA,NA
sem2,low_rep_est ~ rm,~,-0.021578635614183935,0.06197632193937674,-0.348175479585437,0.7277084015232633,-0.021578635614183935,-0.010775135000994088,-0.03785830135234033,NA,NA,NA,NA,NA
sem2,addiction ~ low_rep_est,~,-0.06650188541486834,0.028751002751150945,-2.3130283834085117,0.02072107865743833,-0.06650188541486834,-0.07137960842869404,-0.07137960842869404,NA,NA,NA,NA,NA
sem2,network ~~ network,~~,0.5902249442557935,0.025833444005018948,22.847319317591726,0,0.5902249442557935,0.9999886941988735,0.9999886941988735,NA,NA,NA,NA,NA
sem2,addiction ~~ addiction,~~,0.28037042860538164,0.012271480286508056,22.847319317591733,0,0.28037042860538164,0.9942300752730343,0.9942300752730343,NA,NA,NA,NA,NA
sem2,low_rep_est ~~ low_rep_est,~~,0.3248443286543171,0.014218050010103239,22.847319317591737,0,0.3248443286543171,0.9998838964657103,0.9998838964657103,NA,NA,NA,NA,NA
sem2,rm ~~ rm,~~,0.08100712004089128,0,NA,NA,0.08100712004089128,1,0.08100712004089128,NA,NA,NA,NA,NA
sem3,network ~ rm,~,-0.01709118833874731,0.10079076448100609,-0.16957097633650878,0.8653475494682825,-0.01709118833874731,-0.006377243244535893,-0.022193310086267237,NA,NA,NA,NA,NA
sem3,addiction ~ network,~,-0.005381013537298861,0.025936732626634477,-0.2074669008914827,0.8356452395623093,-0.005381013537298861,-0.007772626574188809,-0.007772626574188809,NA,NA,NA,NA,NA
sem3,low_rep_est ~ rm,~,-0.040235844500926925,0.07516478892172747,-0.5353017693274753,0.592441203088248,-0.040235844500926925,-0.02012801649810504,-0.07004708687357859,NA,NA,NA,NA,NA
sem3,addiction ~ low_rep_est,~,-0.08092060382470656,0.03477301930343043,-2.327108932318787,0.019959468228077926,-0.08092060382470656,-0.08718378047498562,-0.08718378047498562,NA,NA,NA,NA,NA
sem3,addiction ~ age,~,-1.0101322882883029e-4,0.001610619011393284,-0.062717022532503,0.9499918420578626,-1.0101322882883029e-4,-0.0023496566937767733,-1.8946622099872708e-4,NA,NA,NA,NA,NA
